ORF	SGD	GENENAME	logFC	logCPM	F	PValue	FDR
YDR148C	S000002555	KGD2	-0.66	7.32	48.6	2.59e-7	5.91e-6
YER169W	S000000971	RPH1	-0.66	5.46	23.7	5.27e-5	5.23e-4
YDR251W	S000002659	PAM1	-0.66	6.91	42.4	8.02e-7	1.53e-5
YPL272C	S000006193	PBI1	-0.66	3.03	5.83	0.0233	0.0747
YCR101C	S000000698	NA	-0.66	-0.0678	0.547	0.466	0.632
YLR112W	S000004102	NA	-0.66	2.46	2.12	0.158	0.302
YNL251C	S000005195	NRD1	-0.66	7.92	30.9	8.66e-6	1.13e-4
YMR034C	S000004637	RCH1	-0.66	2.24	6.05	0.0212	0.0691
YBL086C	S000000182	NA	-0.67	4.38	8.49	0.00827	0.0328
YOR105W	S000005631	NA	-0.67	0.0901	0.939	0.342	0.52
YFL033C	S000001861	RIM15	-0.67	5.64	35.5	3.16e-6	4.83e-5
YLR436C	S000004428	ECM30	-0.67	6.27	39.9	1.29e-6	2.26e-5
YDL139C	S000002298	SCM3	-0.67	1.66	2.44	0.131	0.265
YER141W	S000000943	COX15	-0.67	7.51	27	2.23e-5	2.54e-4
YNL109W	S000005053	NA	-0.67	-0.584	0.565	0.459	0.626
YJR008W	S000003768	MHO1	-0.67	1.83	3.84	0.0613	0.154
YLR004C	S000003994	THI73	-0.67	1.24	2.55	0.123	0.253
YFR003C	S000001899	YPI1	-0.67	3.97	11.8	0.00208	0.0108
YEL041W	S000000767	YEF1	-0.67	2.85	4.57	0.0424	0.117
YLR206W	S000004196	ENT2	-0.68	7.1	30.7	9.23e-6	1.19e-4
YDL119C	S000002277	HEM25	-0.68	2.97	9.64	0.00468	0.0208
YLR402W	S000004394	NA	-0.68	-0.49	0.899	0.352	0.53
YOL162W	S000005522	NA	-0.68	0.0714	1.3	0.265	0.433
YOL087C	S000005447	DUF1	-0.68	5.93	32.5	6.13e-6	8.46e-5
YPR115W	S000006319	RGC1	-0.68	5.62	33.8	4.59e-6	6.59e-5
YML087C	S000004552	AIM33	-0.68	2	3.9	0.0593	0.151
YOR228C	S000005754	MCP1	-0.68	4.4	10.6	0.00345	0.0162
YPR010C-A	S000122558	NA	-0.69	4.17	15.9	5.07e-4	0.00341
YDR272W	S000002680	GLO2	-0.69	4.47	16.2	4.7e-4	0.00323
YJL159W	S000003695	HSP150	-0.69	10.2	15.4	7.32e-4	0.00459
YOR083W	S000005609	WHI5	-0.69	1.84	3.68	0.0665	0.164
YHR075C	S000001117	PPE1	-0.69	2.93	7.82	0.00976	0.0375
YMR219W	S000004832	ESC1	-0.69	4.64	13.8	0.0011	0.00642
YDL086C-A	S000028611	NA	-0.69	0.311	1.35	0.255	0.423
YHR028C	S000001070	DAP2	-0.69	6.16	33.6	4.82e-6	6.84e-5
YHR198C	S000001241	AIM18	-0.69	5.06	23.7	5.27e-5	5.23e-4
YML035C	S000004498	AMD1	-0.69	7.17	39.7	1.34e-6	2.33e-5
YGR130C	S000003362	NA	-0.69	5.98	19.1	2.2e-4	0.0017
YFL026W	S000001868	STE2	-0.69	1.75	3.51	0.0729	0.175
YJR121W	S000003882	ATP2	-0.7	10.9	21.8	8.74e-5	7.94e-4
YLR092W	S000004082	SUL2	-0.7	2.18	7.83	0.00972	0.0374
YJR085C	S000003845	NA	-0.7	5.22	18.7	2.19e-4	0.00169
YJL057C	S000003593	IKS1	-0.7	4.65	21.7	8.98e-5	8.13e-4
YBR111C	S000000315	YSA1	-0.7	5.68	23.5	5.51e-5	5.42e-4
YFL054C	S000001840	AQY3	-0.7	3.31	11.6	0.00221	0.0114
YJL155C	S000003691	FBP26	-0.7	4.5	20.3	1.35e-4	0.00112
YDR100W	S000002507	TVP15	-0.7	5.44	24.8	3.94e-5	4.11e-4
YGR237C	S000003469	NA	-0.7	4.96	17.2	3.44e-4	0.00253
YOL117W	S000005477	RRI2	-0.7	2.94	10.8	0.00296	0.0144
YHR080C	S000001122	LAM4	-0.7	6.04	37.5	2.09e-6	3.42e-5
YKL107W	S000001590	NA	-0.71	-0.219	0.584	0.452	0.62
YHL016C	S000001008	DUR3	-0.71	2.95	7.49	0.0113	0.042
YDL004W	S000002162	ATP16	-0.71	7.11	39.7	1.33e-6	2.31e-5
YMR256C	S000004869	COX7	-0.71	4.81	20.3	1.35e-4	0.00112
YHL044W	S000001036	NA	-0.71	1.31	2.47	0.128	0.261
YOR019W	S000005545	NA	-0.71	1.66	4.56	0.0426	0.118
YDL123W	S000002281	SNA4	-0.71	3.64	12.9	0.00138	0.00766
YDR270W	S000002678	CCC2	-0.71	6.07	37.8	1.96e-6	3.26e-5
YDR231C	S000002639	COX20	-0.71	3.43	12.7	0.00148	0.00816
YHL036W	S000001028	MUP3	-0.71	4.39	13.5	0.00112	0.0065
YMR245W	S000004859	NA	-0.72	-0.115	0.857	0.363	0.542
YDR032C	S000002439	PST2	-0.72	6.63	24.8	4.57e-5	4.62e-4
YHR043C	S000001085	DOG2	-0.72	5.74	23.5	5.49e-5	5.4e-4
YLL019C	S000003942	KNS1	-0.72	5.53	37.3	2.19e-6	3.56e-5
YBR204C	S000000408	LDH1	-0.72	4.66	21.9	8.45e-5	7.73e-4
YBR286W	S000000490	APE3	-0.72	10.2	40.8	1.08e-6	1.96e-5
YGR295C	S000003527	COS6	-0.73	7.87	22.7	8.18e-5	7.57e-4
YGR287C	S000003519	IMA1	-0.73	3.61	15	6.75e-4	0.00431
YMR195W	S000004808	ICY1	-0.73	4.78	16	4.94e-4	0.00335
YPL006W	S000005927	NCR1	-0.73	6.59	42.6	7.72e-7	1.48e-5
YMR102C	S000004708	NA	-0.73	5.87	45.2	4.71e-7	9.88e-6
YBR035C	S000000239	PDX3	-0.73	6.16	44.4	5.46e-7	1.11e-5
YJL045W	S000003581	NA	-0.73	-0.668	0.43	0.518	0.677
YLR201C	S000004191	COQ9	-0.73	5.3	38.4	1.73e-6	2.94e-5
YKL094W	S000001577	YJU3	-0.73	6.09	42.8	7.35e-7	1.43e-5
YDR003W	S000002410	RCR2	-0.73	4.47	22.9	6.39e-5	6.1e-4
YFL055W	S000001839	AGP3	-0.73	2.26	8.58	0.00715	0.0293
YOR020W-A	S000028526	NA	-0.73	3.41	13.9	9.73e-4	0.00577
YCR004C	S000000597	YCP4	-0.74	6.72	56.1	7.53e-8	2.03e-6
YKL066W	S000001549	NA	-0.74	4.74	32.4	6.25e-6	8.54e-5
YML052W	S000004516	SUR7	-0.74	7.25	24.1	6.08e-5	5.83e-4
YOR010C	S000005536	TIR2	-0.74	0.756	1.77	0.195	0.35
YMR286W	S000004899	MRPL33	-0.74	3.51	14.8	7.38e-4	0.00462
YDL025C	S000002183	RTK1	-0.74	5.1	31	8.53e-6	1.12e-4
YKL169C	S000001652	NA	-0.74	-0.0717	1.27	0.27	0.44
YOR227W	S000005753	HER1	-0.74	6.83	53.6	1.12e-7	2.82e-6
YOR317W	S000005844	FAA1	-0.74	8.68	33.6	4.78e-6	6.81e-5
YNL242W	S000005186	ATG2	-0.74	4.89	21.7	8.86e-5	8.04e-4
YHR005C	S000001047	GPA1	-0.74	0.414	1.55	0.225	0.388
YGL205W	S000003173	POX1	-0.74	1.6	1.45	0.239	0.405
YCR011C	S000000604	ADP1	-0.74	7.33	54.6	9.46e-8	2.46e-6
YHR189W	S000001232	PTH1	-0.74	0.904	2.78	0.108	0.23
YCR013C	S000000606	NA	-0.74	4.18	0.801	0.388	0.566
YHR001W-A	S000003529	QCR10	-0.74	5.42	35.2	3.35e-6	5.05e-5
YOR220W	S000005746	RCN2	-0.75	5.79	28.4	1.57e-5	1.88e-4
YGR255C	S000003487	COQ6	-0.75	6.76	44.9	4.97e-7	1.03e-5
YBR050C	S000000254	REG2	-0.75	-0.452	0.981	0.331	0.51
YNR062C	S000005345	NA	-0.75	-0.329	0.722	0.403	0.581
YMR084W	S000004689	NA	-0.75	0.949	1.6	0.217	0.378
YMR135C	S000004742	GID8	-0.75	4.34	13.4	0.00116	0.0067
YBL099W	S000000195	ATP1	-0.76	10.4	23.2	6.8e-5	6.45e-4
YGL227W	S000003196	VID30	-0.76	5.32	12.5	0.00202	0.0106
YEL067C	S000000793	NA	-0.76	0.387	1.52	0.229	0.392
YNL064C	S000005008	YDJ1	-0.76	8.96	46.6	3.67e-7	7.99e-6
YKR046C	S000001754	PET10	-0.77	7.84	27.4	2.5e-5	2.79e-4
YOL032W	S000005392	OPI10	-0.77	3.75	13.2	0.00124	0.00704
YMR291W	S000004905	TDA1	-0.77	4.13	23.3	5.74e-5	5.61e-4
YEL024W	S000000750	RIP1	-0.77	8.09	28.4	1.95e-5	2.27e-4
YMR194C-A	S000007250	NA	-0.77	0.387	1.87	0.184	0.336
YDR529C	S000002937	QCR7	-0.77	6.7	47.3	3.26e-7	7.24e-6
YER044C	S000000846	ERG28	-0.77	7.36	41.5	9.51e-7	1.75e-5
YIL055C	S000001317	NA	-0.77	2.5	5.29	0.0301	0.09
YDR124W	S000002531	NA	-0.78	-0.0637	1.38	0.251	0.418
YGR053C	S000003285	NA	-0.78	0.955	1.53	0.228	0.391
YOR186W	S000005712	NA	-0.78	1.16	1.41	0.246	0.413
YLL028W	S000003951	TPO1	-0.78	6.42	18	4.26e-4	0.00301
YEL060C	S000000786	PRB1	-0.78	7.59	34.3	4.15e-6	6.09e-5
YDR512C	S000002920	EMI1	-0.78	3.33	17.6	2.96e-4	0.0022
YGL168W	S000003136	HUR1	-0.78	-0.373	1.07	0.312	0.488
YAL017W	S000000015	PSK1	-0.78	6.64	51.7	1.52e-7	3.7e-6
YNL012W	S000004957	SPO1	-0.79	1.23	2.82	0.106	0.227
YIL072W	S000001334	HOP1	-0.79	1.64	3.48	0.0739	0.177
YOR137C	S000005663	SIA1	-0.79	4	23.4	5.62e-5	5.52e-4
YHR094C	S000001136	HXT1	-0.8	7.73	2.29	0.153	0.296
YJR061W	S000003822	NA	-0.8	3.64	9.61	0.00476	0.0211
YDR506C	S000002914	GMC1	-0.8	2.93	4.65	0.0408	0.114
YLR350W	S000004342	ORM2	-0.8	6.43	47.1	3.36e-7	7.39e-6
YFL058W	S000001836	THI5	-0.8	2.01	2.97	0.0973	0.213
YLR343W	S000004335	GAS2	-0.81	1.69	5.5	0.0272	0.0839
YDL130W-A	S000007232	STF1	-0.81	4.31	10.5	0.00335	0.0159
YML101C	S000004568	CUE4	-0.81	4.25	15	7.29e-4	0.00458
YGL006W	S000002974	PMC1	-0.81	6.63	62.3	2.95e-8	8.85e-7
YNR034W	S000005317	SOL1	-0.81	5.49	53.8	1.08e-7	2.77e-6
YBL011W	S000000107	SCT1	-0.81	6.88	82.5	2.1e-9	9.15e-8
YLR216C	S000004206	CPR6	-0.81	9.17	63.4	2.5e-8	7.81e-7
YIL036W	S000001298	CST6	-0.81	5.61	57.2	6.34e-8	1.73e-6
YLR379W	S000004371	NA	-0.81	-0.446	0.802	0.379	0.558
YMR278W	S000004891	PRM15	-0.81	4.84	27.4	2e-5	2.32e-4
YIR007W	S000001446	EGH1	-0.81	4.44	20.4	1.28e-4	0.00108
YDR018C	S000002425	NA	-0.81	2.32	3.72	0.0653	0.162
YBL083C	S000000179	NA	-0.82	1.86	1.35	0.263	0.431
YCR022C	S000000616	NA	-0.82	-0.0973	1.64	0.212	0.371
YDR358W	S000002766	GGA1	-0.82	4.73	21	1.08e-4	9.38e-4
YBR046C	S000000250	ZTA1	-0.82	3.67	17.4	3.17e-4	0.00234
YML130C	S000004599	ERO1	-0.82	8.75	56.4	7.11e-8	1.93e-6
YBR157C	S000000361	ICS2	-0.82	0.0813	1.84	0.187	0.34
YOL109W	S000005469	ZEO1	-0.82	7.75	13.5	0.00199	0.0105
YBR269C	S000000473	SDH8	-0.82	4.64	25.1	3.65e-5	3.89e-4
YHL048W	S000001040	COS8	-0.82	5.21	25.3	3.4e-5	3.66e-4
YAL008W	S000000006	FUN14	-0.82	3.2	14.7	7.43e-4	0.00463
YLR259C	S000004249	HSP60	-0.82	10.5	41.6	9.17e-7	1.71e-5
YDR256C	S000002664	CTA1	-0.83	2.22	10.3	0.00356	0.0167
YER035W	S000000837	EDC2	-0.83	1.91	5.32	0.0296	0.089
YOR020C	S000005546	HSP10	-0.83	7.91	54.5	9.71e-8	2.51e-6
YOL084W	S000005444	PHM7	-0.83	3.64	3.19	0.0894	0.202
YOR386W	S000005913	PHR1	-0.83	3.56	15.1	6.51e-4	0.00419
YPL277C	S000006198	NA	-0.83	1.39	2.92	0.0999	0.218
YKL051W	S000001534	SFK1	-0.83	5.9	54.4	9.82e-8	2.53e-6
YPL123C	S000006044	RNY1	-0.84	4.41	21.2	1.04e-4	9.05e-4
YJL210W	S000003746	PEX2	-0.84	4.82	30.8	8.92e-6	1.15e-4
YIL033C	S000001295	BCY1	-0.84	7.76	50.1	2e-7	4.71e-6
YNL141W	S000005085	AAH1	-0.84	7.19	9.17	0.00603	0.0256
YJL151C	S000003687	SNA3	-0.84	5.88	34.7	3.78e-6	5.6e-5
YNL092W	S000005036	NA	-0.84	3.21	3.32	0.0827	0.191
YLR120C	S000004110	YPS1	-0.84	6.96	20	2.65e-4	0.002
YLR174W	S000004164	IDP2	-0.84	3.31	21.8	8.71e-5	7.94e-4
YMR280C	S000004893	CAT8	-0.85	1.57	3.47	0.0743	0.177
YOL113W	S000005473	SKM1	-0.85	3.81	21.8	8.72e-5	7.94e-4
YBR196C-B	S000028816	NA	-0.85	0.486	2.09	0.161	0.306
YMR180C	S000004792	CTL1	-0.85	3.07	16.7	3.94e-4	0.00283
YOL048C	S000005408	RRT8	-0.85	4.83	14.3	8.63e-4	0.00525
YDR034W-B	S000007234	NA	-0.85	-0.148	1	0.327	0.506
YOR338W	S000005865	NA	-0.85	-0.44	1.27	0.271	0.441
YKR098C	S000001806	UBP11	-0.86	4.33	26	2.84e-5	3.15e-4
YPL203W	S000006124	TPK2	-0.86	6.1	34	4.43e-6	6.43e-5
YBR099C	S000000303	NA	-0.86	1.71	6.86	0.0148	0.0518
YGR174C	S000003406	CBP4	-0.86	3.03	18.9	1.99e-4	0.00157
YBR067C	S000000271	TIP1	-0.86	3.9	8.6	0.00741	0.0301
YIL122W	S000001384	POG1	-0.86	2.73	13.5	0.00114	0.0066
YKL100C	S000001583	YPF1	-0.86	7.38	51	1.73e-7	4.12e-6
YDR453C	S000002861	TSA2	-0.87	2.07	8.3	0.00801	0.032
YML034W	S000004497	SRC1	-0.87	5.16	44	5.86e-7	1.18e-5
YDR096W	S000002503	GIS1	-0.87	5.98	35.7	3.14e-6	4.8e-5
YLL024C	S000003947	SSA2	-0.87	13.1	32.5	6.13e-6	8.46e-5
YKL026C	S000001509	GPX1	-0.87	0.97	4.22	0.0505	0.134
YNL057W	S000005002	NA	-0.87	0.283	2.68	0.114	0.239
YKL187C	S000001670	FAT3	-0.87	3.05	10.8	0.00296	0.0144
YLR205C	S000004195	HMX1	-0.87	5.85	51.3	1.62e-7	3.93e-6
YMR085W	S000004690	NA	-0.87	2.44	5.6	0.026	0.0809
YGL104C	S000003072	VPS73	-0.88	4.95	24.9	3.81e-5	4e-4
YIL107C	S000001369	PFK26	-0.88	6.19	42.6	7.58e-7	1.47e-5
YDR383C	S000002791	NKP1	-0.88	2.24	12.1	0.00184	0.00986
YGR127W	S000003359	NA	-0.88	3.98	22.4	7.37e-5	6.92e-4
YCL027W	S000000532	FUS1	-0.88	1.71	3.31	0.0949	0.209
YBR056W	S000000260	NA	-0.88	6.29	37.5	2.09e-6	3.42e-5
YDL215C	S000002374	GDH2	-0.88	6.87	63.4	2.49e-8	7.81e-7
YDL214C	S000002373	PRR2	-0.88	2.68	11.3	0.00249	0.0126
YNL305C	S000005249	BXI1	-0.88	6.17	15.9	9.04e-4	0.00545
YPR061C	S000006265	JID1	-0.88	2.84	13.2	0.00127	0.0072
YMR152W	S000004760	YIM1	-0.89	6.51	65.5	1.86e-8	6.03e-7
YBR126W-B	S000028738	NA	-0.89	3.8	19.5	1.69e-4	0.00136
YBL109W	S000002150	NA	-0.89	0.0508	1.67	0.208	0.366
YOL114C	S000005474	PTH4	-0.89	0.423	2.51	0.125	0.257
YDR129C	S000002536	SAC6	-0.89	8.11	54.9	9.02e-8	2.37e-6
YCR030C	S000000626	SYP1	-0.9	8.15	45.6	4.47e-7	9.43e-6
YKL065C	S000001548	YET1	-0.9	6.63	65.1	1.97e-8	6.31e-7
YHR007C-A	S000028830	NA	-0.9	2.69	9.93	0.00417	0.0189
YJL083W	S000003619	TAX4	-0.9	4.13	25.1	3.63e-5	3.88e-4
YPL257W	S000006178	NA	-0.9	0.832	2.71	0.112	0.237
YJL048C	S000003584	UBX6	-0.9	4.59	29.1	1.32e-5	1.61e-4
YMR262W	S000004875	NA	-0.9	4.42	36	2.84e-6	4.41e-5
YLR345W	S000004337	NA	-0.9	4.95	22	8.31e-5	7.63e-4
YJL213W	S000003749	NA	-0.9	5.94	40	1.31e-6	2.29e-5
YOR215C	S000005741	AIM41	-0.91	4.29	22.9	6.41e-5	6.11e-4
YJR115W	S000003876	NA	-0.91	0.788	4.61	0.0417	0.116
YIL087C	S000001349	AIM19	-0.91	4.01	12.4	0.00199	0.0105
YBR151W	S000000355	APD1	-0.91	6.44	75.4	5.01e-9	1.88e-7
YIL066C	S000001328	RNR3	-0.92	2.21	5.29	0.0302	0.0903
YLL020C	S000003943	NA	-0.92	2.14	11	0.00279	0.0138
YNL058C	S000005003	NA	-0.92	5.26	66.5	1.63e-8	5.41e-7
YJR091C	S000003851	JSN1	-0.92	7.17	66	1.73e-8	5.67e-7
YCR073W-A	S000000718	SOL2	-0.92	5.35	43.2	6.82e-7	1.34e-5
YER034W	S000000836	NA	-0.92	1.39	6.96	0.0141	0.0499
YLR109W	S000004099	AHP1	-0.92	11	50.3	1.93e-7	4.55e-6
YBR145W	S000000349	ADH5	-0.93	9.14	16	7.24e-4	0.00455
YMR271C	S000004884	URA10	-0.94	2.64	8.11	0.00865	0.0341
YEL075W-A	S000002956	NA	-0.94	1.31	1.79	0.198	0.353
YGL045W	S000003013	RIM8	-0.94	2.77	10.7	0.00308	0.0149
YKL067W	S000001550	YNK1	-0.94	6.5	76.3	4.45e-9	1.75e-7
YMR253C	S000004866	NA	-0.94	4.24	35.4	3.21e-6	4.87e-5
YBR287W	S000000491	NA	-0.94	7.98	59.4	4.52e-8	1.3e-6
YMR052C-A	S000004655	NA	-0.94	0.288	2.75	0.11	0.233
YMR252C	S000004865	NA	-0.94	3.74	25.6	3.18e-5	3.47e-4
YNL115C	S000005059	NA	-0.94	5.38	62.9	2.69e-8	8.24e-7
YOR292C	S000005818	NA	-0.95	4.79	37	2.31e-6	3.73e-5
YIL125W	S000001387	KGD1	-0.95	7.91	92.2	7.01e-10	3.48e-8
YBR114W	S000000318	RAD16	-0.95	4.21	49.1	2.38e-7	5.5e-6
YJL185C	S000003721	ATG36	-0.95	2.28	11.3	0.00248	0.0125
YPR154W	S000006358	PIN3	-0.96	5.74	73	6.77e-9	2.49e-7
YKL141W	S000001624	SDH3	-0.96	6.71	38.6	2.89e-6	4.45e-5
YPL222W	S000006143	FMP40	-0.96	5.36	31.2	8.16e-6	1.09e-4
YML030W	S000004492	RCF1	-0.96	4.61	31.1	8.29e-6	1.09e-4
YOR273C	S000005799	TPO4	-0.96	5.79	22.6	8.3e-5	7.63e-4
YGR249W	S000003481	MGA1	-0.96	0.476	3.6	0.0693	0.168
YGL010W	S000002978	MPO1	-0.97	3.12	15.8	5.29e-4	0.00352
YPL186C	S000006107	UIP4	-0.97	1.05	1.44	0.241	0.407
YKL162C	S000001645	NA	-0.97	3.14	15.8	5.23e-4	0.00349
YDL072C	S000002230	YET3	-0.97	7.58	57.9	5.65e-8	1.57e-6
YJL052W	S000003588	TDH1	-0.97	12.7	14.4	0.00118	0.00677
YNR056C	S000005339	BIO5	-0.98	0.716	4.82	0.0376	0.107
YNL125C	S000005069	ESBP6	-0.98	5.6	53.5	1.14e-7	2.87e-6
YBR177C	S000000381	EHT1	-0.99	7.23	67.9	1.33e-8	4.53e-7
YGR280C	S000003512	PXR1	-0.99	4.48	9.2	0.00637	0.0267
YDR406W-A	S000028543	NA	-0.99	-0.694	1.5	0.232	0.396
YBR111W-A	S000028510	SUS1	-0.99	2.87	18.8	2.1e-4	0.00165
YKL148C	S000001631	SDH1	-0.99	7.05	47	5.08e-7	1.04e-5
YLR257W	S000004247	NA	-0.99	6.62	36.1	6.04e-6	8.37e-5
YMR122W-A	S000007524	NA	-0.99	6.59	23.4	1.49e-4	0.00121
YCR083W	S000000679	TRX3	-1	3.02	18	2.62e-4	0.00198
YPR091C	S000006295	NVJ2	-1	6.4	60.2	4.01e-8	1.18e-6
YLR299W	S000004290	ECM38	-1	4.25	37.9	1.91e-6	3.19e-5
YER158C	S000000960	NA	-1	5.29	34.9	4.62e-6	6.61e-5
YML004C	S000004463	GLO1	-1	7.7	91.4	7.65e-10	3.77e-8
YAL054C	S000000050	ACS1	-1	3.22	11.6	0.00237	0.0121
YDR214W	S000002622	AHA1	-1	7.93	102	2.49e-10	1.43e-8
YJR073C	S000003834	OPI3	-1	7.51	37	3.57e-6	5.35e-5
YIL124W	S000001386	AYR1	-1	6.03	52.2	1.42e-7	3.47e-6
YDL024C	S000002182	DIA3	-1.01	-0.0185	0.417	0.524	0.682
YFR014C	S000001910	CMK1	-1.01	4.88	45.4	4.54e-7	9.56e-6
YGR230W	S000003462	BNS1	-1.01	1.5	7.03	0.0137	0.0489
YAL064W	S000000060	NA	-1.01	-0.445	1.98	0.172	0.32
YOR298W	S000005824	MUM3	-1.02	0.311	2.95	0.0981	0.215
YEL038W	S000000764	UTR4	-1.02	5.43	38.8	2.07e-6	3.41e-5
YBR298C	S000000502	MAL31	-1.03	3.43	21.7	9.04e-5	8.16e-4
YOR289W	S000005815	NA	-1.03	4.62	10.6	0.0121	0.0446
YGL191W	S000003159	COX13	-1.03	6.45	76.2	4.53e-9	1.76e-7
YHR016C	S000001058	YSC84	-1.04	6.12	53	1.23e-7	3.08e-6
YGR250C	S000003482	RIE1	-1.04	3.93	21.6	1.01e-4	8.87e-4
YNL234W	S000005178	NA	-1.04	2.89	16.2	4.57e-4	0.00316
YOL156W	S000005516	HXT11	-1.04	-0.225	0.6	0.446	0.615
YAL040C	S000000038	CLN3	-1.05	8	64.7	2.07e-8	6.57e-7
YGL229C	S000003198	SAP4	-1.05	5.14	41.3	9.86e-7	1.8e-5
YBR001C	S000000205	NTH2	-1.05	5.19	47.2	3.3e-7	7.3e-6
YMR040W	S000004643	YET2	-1.05	3.93	11.7	0.00215	0.0111
YJR159W	S000003920	SOR1	-1.05	0.575	1.58	0.221	0.382
YOL081W	S000005441	IRA2	-1.06	7.74	71.2	8.59e-9	3.05e-7
YKL142W	S000001625	MRP8	-1.06	6.31	70.9	8.9e-9	3.12e-7
YJL016W	S000003553	TPH3	-1.07	6.39	99.2	3.36e-10	1.83e-8
YOR378W	S000005905	AMF1	-1.07	2.04	9.16	0.00566	0.0244
YNL045W	S000004990	LAP2	-1.08	7.83	77.7	3.73e-9	1.5e-7
YKR066C	S000001774	CCP1	-1.08	6.39	75	5.24e-9	1.95e-7
YER033C	S000000835	ZRG8	-1.08	4.69	47.8	2.99e-7	6.75e-6
YIL155C	S000001417	GUT2	-1.09	4.7	46.3	3.85e-7	8.29e-6
YBR126W-A	S000028600	MEO1	-1.09	5.21	47.5	3.19e-7	7.11e-6
YGL208W	S000003176	SIP2	-1.09	3.13	24.5	4.2e-5	4.32e-4
YJR045C	S000003806	SSC1	-1.09	10.4	84.2	1.71e-9	7.76e-8
YJL166W	S000003702	QCR8	-1.1	6.34	107	1.51e-10	9.73e-9
YML120C	S000004589	NDI1	-1.1	6.74	83.6	1.85e-9	8.14e-8
YOR027W	S000005553	STI1	-1.1	8.66	71	8.79e-9	3.11e-7
YML070W	S000004535	DAK1	-1.1	7.57	104	2.03e-10	1.22e-8
YPL264C	S000006185	NA	-1.11	3.03	21.5	9.52e-5	8.5e-4
YJL005W	S000003542	CYR1	-1.11	7.85	109	1.32e-10	8.72e-9
YCR100C	S000000697	NA	-1.11	1.2	5.02	0.0341	0.0992
YGR194C	S000003426	XKS1	-1.12	5.44	66.5	1.61e-8	5.39e-7
YDL247W	S000002406	MPH2	-1.12	1.11	1.33e-8	1	1
YHR157W	S000001200	REC104	-1.13	0.249	2.89	0.101	0.221
YCL021W-A	S000007549	NA	-1.13	0.49	1.9	0.18	0.331
YJL157C	S000003693	FAR1	-1.13	1.48	6.36	0.0184	0.0617
YDL019C	S000002177	OSH2	-1.13	7.31	106	1.79e-10	1.11e-8
YNL055C	S000005000	POR1	-1.14	9.24	53.5	1.83e-7	4.36e-6
YNL173C	S000005117	MDG1	-1.14	4.65	38	1.99e-6	3.29e-5
YNL237W	S000005181	YTP1	-1.14	2.82	15.7	5.47e-4	0.00362
YGR142W	S000003374	BTN2	-1.14	3.54	9.22	0.00735	0.0299
YJR046W	S000003807	TAH11	-1.15	5.01	59.8	4.26e-8	1.24e-6
YCR061W	S000000657	NA	-1.15	5.41	17	8.38e-4	0.00512
YHR008C	S000001050	SOD2	-1.15	7.81	93.7	6e-10	3.04e-8
YOL157C	S000005517	IMA2	-1.16	2.43	6.91	0.0153	0.0533
YOR120W	S000005646	GCY1	-1.16	3.27	27.5	1.97e-5	2.28e-4
YFL062W	S000001832	COS4	-1.16	5.51	37.3	2.78e-6	4.35e-5
YFL016C	S000001878	MDJ1	-1.16	5.74	75.4	5.01e-9	1.88e-7
YJR059W	S000003820	PTK2	-1.16	6.95	137	1.16e-11	9.72e-10
YMR316C-A	S000004933	NA	-1.17	0.445	4.54	0.0432	0.119
YAL068C	S000002142	PAU8	-1.17	0.9	1.65	0.213	0.372
YGR066C	S000003298	NA	-1.17	-0.0778	0.899	0.352	0.53
YMR103C	S000004709	NA	-1.18	2.38	16	5.01e-4	0.00338
YMR244C-A	S000004857	COA6	-1.18	2.49	27.3	2.07e-5	2.39e-4
YDR247W	S000002655	VHS1	-1.18	4.11	32	6.79e-6	9.26e-5
YMR104C	S000004710	YPK2	-1.19	4.3	53.6	1.11e-7	2.82e-6
YBR148W	S000000352	YSW1	-1.19	0.35	3.63	0.0684	0.167
YPR172W	S000006376	NA	-1.19	4.9	79.9	2.88e-9	1.18e-7
YPL154C	S000006075	PEP4	-1.2	9.37	87.7	1.16e-9	5.43e-8
YBR053C	S000000257	NA	-1.2	5.68	78.7	3.32e-9	1.35e-7
YBL001C	S000000097	ECM15	-1.2	4.81	68.8	1.18e-8	4.09e-7
YEL074W	S000000800	NA	-1.21	0.488	3.88	0.0599	0.152
YMR182C	S000004794	RGM1	-1.21	2.45	11.1	0.00283	0.0139
YOR384W	S000005911	FRE5	-1.21	1.11	6.08	0.0209	0.0684
YLR080W	S000004070	EMP46	-1.21	1.93	6.9	0.0145	0.0512
YKL085W	S000001568	MDH1	-1.21	7.57	104	2.06e-10	1.23e-8
YKR047W	S000001755	NA	-1.21	0.576	5.51	0.0271	0.0836
YMR317W	S000004936	NA	-1.21	1.61	7.89	0.00948	0.0367
YDL110C	S000002268	TMA17	-1.21	5.04	51.3	1.63e-7	3.93e-6
YJL165C	S000003701	HAL5	-1.22	6.45	83.9	1.79e-9	7.99e-8
YPL092W	S000006013	SSU1	-1.22	6.18	23.4	1.71e-4	0.00138
YDR178W	S000002585	SDH4	-1.22	6.14	65.2	3.07e-8	9.16e-7
YFL030W	S000001864	AGX1	-1.23	3.14	16.7	4.38e-4	0.00305
YGR023W	S000003255	MTL1	-1.24	4.42	47.7	3.04e-7	6.82e-6
YPR028W	S000006232	YOP1	-1.24	9.37	93.3	6.26e-10	3.14e-8
YKL103C	S000001586	APE1	-1.24	6.09	36.8	3.25e-6	4.91e-5
